id,Tweet,following,followers,actions,is_retweet,tweet_url
370,'🚨SORTEIO #BlackFridayValendo R$60 em livros ou PIX 📚Regras:- Seguir @MlnhasHistorias e @promosdelivro- Dar RT neste tweet - Dar RT no tweet fixado - Comente qual prêmio você prefere usando #livrosgratis Resultado: 02/12🍀 https://t.co/gZK3hhRSW0',230,315,1047,True,https://twitter.com/caravalita/status/1466536608350367744
371,'blackfriday obrigada por fazer promoçao de six of crows e minhas amigas nao terem mais desculpa pra nao ler OBRIGADA',1918,2511,1,False,https://twitter.com/ninabrekker_/status/1466536528662904837
372,'Está rolando a #BLACKFRIDAY PRORROGADA do #SHOPTIME! Ofertas com até 80% OFF e até 50% de #CASHBACK! - Até 05/12/2021*Console #NintendoSwitch Azul/Vermelho👉https://t.co/XH0hoaSHhQ #CyberWeek #CyberWeek2021 #BlackFriday2021  #BlackFridayShoptime #NintendoSwitch #Nintendo https://t.co/ZXW7UCAy1O',61,1380,1,True,https://twitter.com/maytasha07/status/1466535995525013515
373,'Se eu tô feliz com essas  aquisições? MAS É ÓBVIO 🥰MELHOR BLACKFRIDAY DA MINHA VIDA!! Muito obrigada aos envolvidos https://t.co/zDYHSD3W47 https://t.co/WJpZ3TNJyF',1362,804,12,False,https://twitter.com/ahoradaresenha/status/1466535272019947522
374,'#LAURIESPORTE OFERTA 5% OFF NOS MELHORES TÊNIS DE CORRIDA Código  [ 5RUNNING ]  Válido: 06/12/2021 00:00:00  Mais cupons em:  &gt;&gt; https://t.co/R4F9nMhkDT#esporteselazer #Desconto #BlackFriday #BlackFriday2021',2306,2825,0,False,https://twitter.com/tatutaduro/status/1466535155879788546
375,'fiz só duas compras na blackfriday e to alucinada com a demora pra chegar 🤡 https://t.co/Ex9J3OfAU1',750,1147,1,False,https://twitter.com/tfmonsters/status/1466534387756015629
376,'@nathfabem Compras da blackfriday? É Deus falando que você não deveria gastar HAHAHAHA',303,670,1,False,https://twitter.com/LiviaDelunardo/status/1466534360534773761
377,'Está rolando a #BLACKFRIDAY PRORROGADA do #SHOPTIME! Ofertas com até 80% OFF e até 50% de #CASHBACK! - Até 05/12/2021*Console #NintendoSwitch Azul/Vermelho👉https://t.co/XH0hoaSHhQ #CyberWeek #CyberWeek2021 #BlackFriday2021  #BlackFridayShoptime #NintendoSwitch #Nintendo https://t.co/ZXW7UCAy1O',2373,1348,1,False,https://twitter.com/LomadeeOfertas/status/1466532879677026309
378,'PROMOÇÃO BLACK FRIDAYNa compra de duas velas G (105mL) você GANHA uma vela M (60mL)OUNa compra de duas velas M (60mL) você GANHA uma vela P (30mL)#BlackFriday https://t.co/Js1fBIomUX',470,644,8,True,https://twitter.com/ellegoldentwi/status/1466532788023095296
379,'Mais um da blackfriday 🥳 paguei só 17 reais na @canalshoptime!! Graças a @promohunters_ https://t.co/uxEIKiBAmE',2393,21239,1,True,https://twitter.com/promohunters_/status/1466532602815254535
380,'Está rolando a #BLACKFRIDAY PRORROGADA do #SHOPTIME! Ofertas com até 80% OFF e até 50% de #CASHBACK! - Até 05/12/2021#iPhone 12 #Apple 128GB iOS 5G Wi-Fi Tela 6.1'' Câmera 12MP - Preto👉https://t.co/mWflybTaez #CyberWeek #CyberWeek2021 #BlackFriday2021  #BlackFridayShoptime https://t.co/x46Oo3Au3T',2373,1348,0,False,https://twitter.com/LomadeeOfertas/status/1466532175961108485
381,'Esse mês o pessoal dos Correios vai me xingar muito, coloquei o endereço da casa dos meus pais mas eles nunca escutam eles baterem palma E teve a blackfriday.......',556,307,0,False,https://twitter.com/silverjunes/status/1466531368267968514
382,'blackfriday tá rendendo 🙏🏻 tô mortinho',486,1213,0,False,https://twitter.com/feIipev/status/1466529861007069186
383,'Forza Horizon 5 | 630HP MERCEDES AMG GT COUPÉ 2018 EL LAGO BLANCO #Forza... https://t.co/jZTweo3sDP via @YouTube #Trending #TrendingNow #trend #ViralVideo #ForzaHorizon5 #Xbox20 #Xbox #XboxOne #Racing #BlackFriday #BlackFriday2021 #Like #like4like #share #YouTuber #youtubegaming',0,2,1,False,https://twitter.com/xMokerslagvids/status/1466528418191667203
384,'#AUTOZ OFERTA 5% de desconto para itens da LUK (cupom não cumulativo com preço a vista). Código  [ AUTOZLUK ]  Válido: 31/12/2021 23:59:00  Mais cupons em:  &gt;&gt; https://t.co/2aLFleDjy4#automotivo #Desconto #BlackFriday #BlackFriday2021',2306,2825,0,False,https://twitter.com/tatutaduro/status/1466527609588752385
385,'minhas compras de blackfriday e natal foram: cama e colchão de qualidade, uma sanduicheira, repelente e creme de cabelo..............',185,306,1,False,https://twitter.com/larindrade/status/1466527438205292550
386,'🚨SORTEIO #BlackFridayValendo R$60 em livros ou PIX 📚Regras:- Seguir @MlnhasHistorias e @promosdelivro- Dar RT neste tweet - Dar RT no tweet fixado - Comente qual prêmio você prefere usando #livrosgratis Resultado: 02/12🍀 https://t.co/gZK3hhRSW0',384,158,1047,True,https://twitter.com/nina_bolat/status/1466527287797587977
387,'a minha mesma TV que peguei por 1700 na Blackfriday, fui ver o preço onde comprei e ta por 2500 kkkkkk',985,1041,1,False,https://twitter.com/omagoruan/status/1466527068657569795
388,'🚨SORTEIO #BlackFridayValendo R$60 em livros ou PIX 📚Regras:- Seguir @MlnhasHistorias e @promosdelivro- Dar RT neste tweet - Dar RT no tweet fixado - Comente qual prêmio você prefere usando #livrosgratis Resultado: 02/12🍀 https://t.co/gZK3hhRSW0',3604,3557,1047,True,https://twitter.com/OopsMofa/status/1466526585037594627
389,'Hoje chegou a fatura do meu cartão e a minha última compra da blackfriday 🥲 sei nem como eu vou pagar',48,80,0,False,https://twitter.com/rhayzakc/status/1466526013635149824
390,'🚨SORTEIO #BlackFridayValendo R$60 em livros ou PIX 📚Regras:- Seguir @MlnhasHistorias e @promosdelivro- Dar RT neste tweet - Dar RT no tweet fixado - Comente qual prêmio você prefere usando #livrosgratis Resultado: 02/12🍀 https://t.co/gZK3hhRSW0',1026,562,1047,True,https://twitter.com/littl3bane/status/1466525697132929034
391,'Minha única compra dessa blackfriday chegouuu🎊🎊',82,44,0,False,https://twitter.com/rivelle_lopes/status/1466523689395097602
392,'Comprei um brinquedinho novo na #BlackFriday pra tv de 2015. Vamo vê como é https://t.co/bKvN5Pg2gl',109,259,1,False,https://twitter.com/vitor_canova/status/1466521479894511616
393,'Quando a Meliuz sai da #BlackFriday ? #CASH3',3329,843,0,False,https://twitter.com/xpluis/status/1466520136676950018
394,'#COMPREROUPA OFERTA GANHE R$ 10 DE DESCONTO NA SUA PRIMEIRA COMPRA Código  [ PRIMEIRACOMPRA10 ]  Válido: 31/12/2021 23:59:00  Mais cupons em:  &gt;&gt; https://t.co/okIcuXvqFU#modaeacessorios #Desconto #BlackFriday #BlackFriday2021',2306,2825,0,False,https://twitter.com/tatutaduro/status/1466520057140420611
395,'@benerhys amg não vale nem um pouco a pena, existem plataformas de estudo que são todas as matérias + redação e é bem mais barato que isso. olha o “aprova total” eles tão com preço de blackfriday e a plataforma é perfeita. estudei por lá e passei pra federal :)',3748,4299,1,False,https://twitter.com/favlightwood/status/1466519709478703110
396,'Ressaca #BlackFriday 👉🏼 Ofertas em produtos vendidos e entregues pela Centauro usando o cupom F80650 🛒 https://t.co/39TyhSve4c#OfertasCentauro #SeleçãoCentauro #Centauro https://t.co/PBPXOi3tET',799,1170,0,False,https://twitter.com/alexnobre/status/1466516320149778442
397,'Mais um da blackfriday 🥳 paguei só 17 reais na @canalshoptime!! Graças a @promohunters_ https://t.co/uxEIKiBAmE',135,80,27,False,https://twitter.com/BookstanAmanda/status/1466514816378589190
398,'Vem ai o unboxing dos livros que comprei na #BlackFriday porém, vale dedicar um carinho especial a #SubFriday ❤ comprei na @americanas + @amazonBR + @submarino , ganhei mimo do @Alisson_FM1415 EEE aproveitei o prêmio que ganhei do @SpaceBooksBr para completar a festa 😍 https://t.co/jguRMAyWg3',572,448,21,True,https://twitter.com/cardanspartner/status/1466514590796288006
399,'Faz uns 5 anos q a @Baw_OfficialBr faz blackfriday, 5 anos os mesmos problemas no atraso das entregas.',157,89,0,False,https://twitter.com/napezeira/status/1466513794801319938
400,'#ORTHOCRIN OFERTA Até 33% OFF na loja Orthocrin SP Código  [ CHEGUEISAMPA ]  Válido: 31/12/2021 23:59:00  Mais cupons em:  &gt;&gt; https://t.co/OsbaFuuB7c#maisofertas #Desconto #BlackFriday #BlackFriday2021',2306,2825,0,False,https://twitter.com/tatutaduro/status/1466512508177596422
401,'@Rodrigosalleees Isso que dá fugir da #BlackFriday',311,104,1,False,https://twitter.com/Amnesia_casual/status/1466510149015769096
402,'Forza Horizon 5 | 630HP MERCEDES AMG GT COUPÉ 2018 EL LAGO BLANCO #Forza... https://t.co/jZTweol42p via @YouTube #Xbox #Xbox20 #Racing #Trending #BlackFridayAmazon #BlackFriday #BlackFriday2021 #blackfridaysale #ForzaHorizon5 #FH5 #Forza #Share #Like',0,2,1,False,https://twitter.com/xMokerslagvids/status/1466508693655236610
403,'#CLUBEDOMALTE OFERTA Ganhe uma Cerveja em compras acima de R$ 150,00 no Clube do Malte Código  [ CERVAGRATIS150 ]  Válido: 31/12/2021 23:59:00  Mais cupons em:  &gt;&gt; https://t.co/fwul7Hteym#maisofertas #Desconto #BlackFriday #BlackFriday2021',2306,2825,0,False,https://twitter.com/tatutaduro/status/1466504960116469762
404,'Quem Ficaria Nessa Possível Roça?•Se for a Day, DÁ RT🔃•Se for o Rico, CURTE🤍#DayAndFarm #EliminaçãoAFazenda #BlackFriday https://t.co/hsolZedfYP',18,1,105,True,https://twitter.com/bethsouza090909/status/1466503065008226305
405,'A melhor compra da blackfriday sim🤧',1774,250,0,False,https://twitter.com/cafedesaturno/status/1466500147337220105
406,'@magazineluiza Sua resposta não resolve meu problema! Vcs colocaram a voltagem errada agora eu tenho que comprar denovo mais caro? Sendo que comprei na BlackFriday e à vista?',201,4,0,False,https://twitter.com/Priscil54634724/status/1466498668027072526
407,'#MAMORENA OFERTA CUPOM DE DESCONTO DE 10% SÓ PARA VOCÊ! Código  [ LOMADEE ]  Válido: 27/12/2022 23:59:00  Mais cupons em:  &gt;&gt; https://t.co/8R1pY3zHq5#modaeacessorios #Desconto #BlackFriday #BlackFriday2021',2306,2825,0,False,https://twitter.com/tatutaduro/status/1466497418439049216
408,'nem gastei tanto na blackfriday, queria saber como meu dinheiro evaporou assim https://t.co/pgU5intR6a',360,182,0,False,https://twitter.com/marplassis/status/1466497170484379654
409,'Promoção pós black friday na https://t.co/SkSh6ip8De !Todos os ítens com 20% de desconto. Use o cupom BLACKFRIDAY no momento da compra.Estampas EXCLUSIVAS com o melhor do Café Brasil! https://t.co/5P23hDsVvx',1737,15036,1,False,https://twitter.com/lucianopires/status/1466497163186384900
410,'comprei tanto curso e afins na blackfriday que se o emprego n vier eu viro catfish de modelo pra tirar dinheiro de jogadores de vôlei',3224,3402,2,False,https://twitter.com/twiniebirds/status/1466495513453289487
411,'#BlackFriday em Brasil https://t.co/eAnsWb4n1b',2471,509,0,False,https://twitter.com/cleinivongyn/status/1466495466808348676
412,'Que tal um Black Friday nas gasolineiras... Estou a precisar...#BlackFriday https://t.co/WWneqdj77m',42,6,0,False,https://twitter.com/coelho_elisio/status/1466495198314352642
413,'Muito feliz com mais esta blackfriday de Bitcoin. Fase de acumulaçao entre as médias 8 e 21 semanais em breve. Acho está região entre U$ 58.000 é U$ 60.000 muito boa para acumular satoshis e bitcoins. #bitcoin https://t.co/j0UHaOofjQ',34,1095,23,True,https://twitter.com/August0Backes/status/1466493105755021314
414,'Me sentindo aqui andando com uma sacola enorme de TUPPERWARE, eu disse TUPPERWARE &amp; não “tapoer”, aproveitei que sou a minha própria velha da lanche e comprei várias na blackfriday e recebi hoje, sinto olhares de todos os lados por todas as donas de casa, tipo : UAL QUERIA',28,5,1,False,https://twitter.com/yasminfreeitaas/status/1466492357436743691
415,'🚨SORTEIO #BlackFridayValendo R$60 em livros ou PIX 📚Regras:- Seguir @MlnhasHistorias e @promosdelivro- Dar RT neste tweet - Dar RT no tweet fixado - Comente qual prêmio você prefere usando #livrosgratis Resultado: 02/12🍀 https://t.co/gZK3hhRSW0',950,200,1047,True,https://twitter.com/ReRomanova/status/1466492113487544324
416,'@costaislam foi 205 na blackfriday mas agora já tá 269 😭',519,1337,1,False,https://twitter.com/savagefxnty/status/1466491680052453385
417,'@dayara_rangel @submarino Deve ter acontecido isso, por causa da blackfriday… mas estranho mesmo assim',169,55,1,False,https://twitter.com/MamandaNovaes/status/1466490396935081997
418,'🌞Pacote RIO DE JANEIRO🌞JANEIRO/2022Planeje e agende já sua viagem!Pacote inclui:✈Passagem aérea;🏢 4 Diárias de Hotel com café da manhã.#riodejaneiro #errejto #cristoredentor #blackfriday #ferias #viagem #cvcportonacional #cvcviagens https://t.co/k6SivkQlwD',25,5,0,False,https://twitter.com/CvcPorto/status/1466489908881760258
419,'Se você não aproveitou ainda fica ligado, pois as ofertas da #BlackFriday do #Xbox se encerram amanhã, dia 3/12 às 7hs da manhã! 🟢⚫🟢⚫🟢⚫Link com todas as ofertas aqui:https://t.co/hXt8T0JN2V https://t.co/IgysMj9V5K',987,6805,12,False,https://twitter.com/SOXBOXOficial/status/1466486844846137350
420,'@Comenta14616221 @CasasBahia Estou tentando conseguir uma nf mais estou coletando essas imagens tbm, são varias pessoas recebendo, enquanto meu pedido foi cancelado. Queria saber a justificativa que foi dado  @proconspoficial pois erro em pleno blackfriday, passar o dia anunciando ofertas com 80%. e cancela?',10,11,1,False,https://twitter.com/RenatoRRR/status/1466483949736275975
421,'@ocean0fnight Amiga nem fala em cabelo caro que eu comprei o meu na blackfriday pq tá fácil não',207,85,0,False,https://twitter.com/ncbbarcellos/status/1466483264466690052
422,'#NEWCHIC OFERTA 15% de desconto na loja Newchic Código  [ NEW15OFF ]  Válido: 31/12/2021 23:59:00  Mais cupons em:  &gt;&gt; https://t.co/hMBXwGnA9K#modaeacessorios #Desconto #BlackFriday #BlackFriday2021',2306,2825,0,False,https://twitter.com/tatutaduro/status/1466482313680801792
423,'Apesar de recessão técnica agora, PIB do Brasil será forte no 4° tri, afirma economista #PIB #Brasil #Agropecuaria #IBGE #Economia #RBInvestimentos #Selic #BlackFriday #Omicron #MoneyTimeshttps://t.co/WB30ftRNOy',435,87703,3,False,https://twitter.com/leiamoneytimes/status/1466482261071736841
424,'🚨SORTEIO #BlackFridayValendo R$60 em livros ou PIX 📚Regras:- Seguir @MlnhasHistorias e @promosdelivro- Dar RT neste tweet - Dar RT no tweet fixado - Comente qual prêmio você prefere usando #livrosgratis Resultado: 02/12🍀 https://t.co/gZK3hhRSW0',65,2,1047,True,https://twitter.com/Tatiaraujo1410/status/1466480339040321547
425,'Quem Ficaria Nessa Possível Roça?•Se for a Day, DÁ RT🔃•Se for o Rico, CURTE🤍#DayAndFarm #EliminaçãoAFazenda #BlackFriday https://t.co/hsolZedfYP',39,2,105,True,https://twitter.com/josue_tex/status/1466478610198540299
426,'única coisa que comprei nessa blackfriday foi escova de dente, curaprox conte comigo para tudo',164,183,9,False,https://twitter.com/thaynadanunes/status/1466477162765160451
427,'Aproveitei a blackfriday pra comprar calça jeans larguinha pq to exausta das minhas agarradas. ………As duas que chegaram, uma nem entrou e a outra ta mais apertada que skinny 🤡',155,2249,10,False,https://twitter.com/aghata_/status/1466474966837256197
428,'#VENTURESHOP OFERTA 5% de desconto em compras acima de R$ 100,00 na LOJA Código  [ VENTURE5OFF ]  Válido: 29/11/2022 23:59:00  Mais cupons em:  &gt;&gt; https://t.co/5qdnuZng3a#esporteselazer #Desconto #BlackFriday #BlackFriday2021',2306,2825,0,False,https://twitter.com/tatutaduro/status/1466474760481742854
429,'E vamos de #Unboxing das comprinhas do esquenta e da blackfriday na @americanas e no @submarino  #REDFriday #ObaJáChegou  #SubFriday https://t.co/wvP7Lcve6R',149,75,6,False,https://twitter.com/Driane_Sousa/status/1466474357182672900
430,'Desejos de #BlackFriday realizados com sucesso ✅ https://t.co/YTwGhsr9IP',570,811,4,False,https://twitter.com/soudiegomiguel/status/1466473449828798466
431,'Todos os produtos com 50% OFF + Entregas grátis acima de R$50!Hora perfeita pra você garantir os melhores produtos eróticos para sair da rotina e apimentar a relação.Corre que o tempo tá acabando!! 🥵🔥#blackfentasy #blackfriday #rj https://t.co/0Huwu6Mav6',78,11,0,False,https://twitter.com/Fentasysexshop/status/1466472521449021440
432,'Caímos na fraude da BlackFriday da @ClaroBrasil. Já seis dias esperando retorno para uma instalação que está(va) programada pra hoje. Duas pessoas sem condições de trabalhar e ninguém dá retorno por email, telefone e DM aqui no Twitter. Faz como? https://t.co/7ZyfIhWrlH',2140,1906,2,True,https://twitter.com/_rubensk/status/1466472413013622798
433,'Vem ai o unboxing dos livros que comprei na #BlackFriday porém, vale dedicar um carinho especial a #SubFriday ❤ comprei na @americanas + @amazonBR + @submarino , ganhei mimo do @Alisson_FM1415 EEE aproveitei o prêmio que ganhei do @SpaceBooksBr para completar a festa 😍 https://t.co/jguRMAyWg3',191,64,21,True,https://twitter.com/NatyAltino/status/1466472163410644998
434,'Ces nem imaginam o quanto que eu tô feliz hoje, finalmente chegaram as coisas que o morzi comprou na blackfriday pakoakaakak https://t.co/KG6W48XMct',381,639,5,False,https://twitter.com/Bononiee/status/1466470699980234759
435,'Dica de amiga! Você não aguenta mais o mau cheiro das axilas? Eu posso provar que você nunca mais terá o famoso CC. E melhor ainda, não vai mais precisar usar desodorantes tradicionais. https://t.co/gCLug5ipbW#vistobio #adeusdesodorantes #CupomDeDesconto #BlackFriday https://t.co/ZoHFd3gmrZ',4,15,1,True,https://twitter.com/VistoBio/status/1466469919084711936
436,'Caímos na fraude da BlackFriday da @ClaroBrasil. Já seis dias esperando retorno para uma instalação que está(va) programada pra hoje. Duas pessoas sem condições de trabalhar e ninguém dá retorno por email, telefone e DM aqui no Twitter. Faz como? https://t.co/7ZyfIhWrlH',1304,1486,2,True,https://twitter.com/ericof/status/1466469780697845761
437,'Caímos na fraude da BlackFriday da @ClaroBrasil. Já seis dias esperando retorno para uma instalação que está(va) programada pra hoje. Duas pessoas sem condições de trabalhar e ninguém dá retorno por email, telefone e DM aqui no Twitter. Faz como? https://t.co/7ZyfIhWrlH',858,1956,5,False,https://twitter.com/BiaBarbosa2020/status/1466469247471820800
438,'✨ SORTEIO RESSACA BLACKFRIDAY ✨⏭️ Seguir @mozzeti ⏭️ RT nesse tweet e no tweet fixado!⏭️ Marcar um @ pra ganhar chocolate 🍫Resultado AMANHÃ! https://t.co/IA8N7rXbC2',476,143,1196,True,https://twitter.com/DiernoWithan/status/1466468181091000336
439,'✨ SORTEIO RESSACA BLACKFRIDAY ✨⏭️ Seguir @mozzeti ⏭️ RT nesse tweet e no tweet fixado!⏭️ Marcar um @ pra ganhar chocolate 🍫Resultado AMANHÃ! https://t.co/IA8N7rXbC2',1013,221,1196,True,https://twitter.com/ElaineL04572644/status/1466467727653191680
440,'✨ SORTEIO RESSACA BLACKFRIDAY ✨⏭️ Seguir @mozzeti ⏭️ RT nesse tweet e no tweet fixado!⏭️ Marcar um @ pra ganhar chocolate 🍫Resultado AMANHÃ! https://t.co/IA8N7rXbC2',4330,5024,1196,True,https://twitter.com/carolinaberdara/status/1466467506160381954
441,'@sammyluthor Obrigada 😍 sofri nessa blackfriday e to sofrendo agora por que ta dando tela azul (adicionei memoria e um monitor a mais e to procurando oq ta rolando)',190,156,0,False,https://twitter.com/zoreldanvrs/status/1466467334214885382
442,'#MUSICFRIENDS OFERTA R$20,00 de desconto em pedidos com valor acima de R$599,00 Código  [ MUSICFRIENDSLOM20 ]  Válido: 05/01/2022 23:59:00  Mais cupons em:  &gt;&gt; https://t.co/qLNRlLlFOW#eletronicos #Desconto #BlackFriday #BlackFriday2021',2306,2825,0,False,https://twitter.com/tatutaduro/status/1466467210772324356
443,'✨ SORTEIO RESSACA BLACKFRIDAY ✨⏭️ Seguir @mozzeti ⏭️ RT nesse tweet e no tweet fixado!⏭️ Marcar um @ pra ganhar chocolate 🍫Resultado AMANHÃ! https://t.co/IA8N7rXbC2',348,215,1196,True,https://twitter.com/herondale505/status/1466465915537657856
444,'✨ SORTEIO RESSACA BLACKFRIDAY ✨⏭️ Seguir @mozzeti ⏭️ RT nesse tweet e no tweet fixado!⏭️ Marcar um @ pra ganhar chocolate 🍫Resultado AMANHÃ! https://t.co/IA8N7rXbC2',1390,840,1196,True,https://twitter.com/crypotterpink/status/1466465572045082628
445,'✨ SORTEIO RESSACA BLACKFRIDAY ✨⏭️ Seguir @mozzeti ⏭️ RT nesse tweet e no tweet fixado!⏭️ Marcar um @ pra ganhar chocolate 🍫Resultado AMANHÃ! https://t.co/IA8N7rXbC2',3154,2375,1196,True,https://twitter.com/cardanatica/status/1466464947496497156
446,'✨ SORTEIO RESSACA BLACKFRIDAY ✨⏭️ Seguir @mozzeti ⏭️ RT nesse tweet e no tweet fixado!⏭️ Marcar um @ pra ganhar chocolate 🍫Resultado AMANHÃ! https://t.co/IA8N7rXbC2',963,1019,1196,True,https://twitter.com/elainroses/status/1466464850536800265
447,'PROMOÇÃO DE BLACKFRIDAY Stray kids Levantar aleatório - 75 reais + frete Stray kids go aleatório - 75 reais + frete Bts answer lacrado - 85 reais + frete Case da army bomb (primeira versão da case) - 90 reais + frete Skool luv affair special edition - 175 + frete + https://t.co/tsMc8FNwfG',382,194,23,True,https://twitter.com/NaforTaeh/status/1466464849869905929
448,'✨ SORTEIO RESSACA BLACKFRIDAY ✨⏭️ Seguir @mozzeti ⏭️ RT nesse tweet e no tweet fixado!⏭️ Marcar um @ pra ganhar chocolate 🍫Resultado AMANHÃ! https://t.co/IA8N7rXbC2',599,623,1196,True,https://twitter.com/shespellman/status/1466464719556988931
449,'✨ SORTEIO RESSACA BLACKFRIDAY ✨⏭️ Seguir @mozzeti ⏭️ RT nesse tweet e no tweet fixado!⏭️ Marcar um @ pra ganhar chocolate 🍫Resultado AMANHÃ! https://t.co/IA8N7rXbC2',3862,3745,1196,True,https://twitter.com/svedahz/status/1466464637063503884
450,'.O termo Black Friday se referia a crises na Bolsa.Black ou Big Friday? O segundo termo se popularizou em alguns lugares..Data gerou 'inveja' e ganhou o mundo.16% das pessoas compram na data por impulso.Maioria das compras é feita mesmo na sexta-feira#blackfriday #compras https://t.co/QQgraQD4y2',902,287,0,False,https://twitter.com/irissconsult/status/1466463580874756103
451,'@Guilherme_txt menino pior q eu comprei um kit na blackfriday 🥸 ta pra chegar. como vou conseguir guardar EU NAO SEI. eu tenho q parar de comprar produtos tão grandes',693,329,0,False,https://twitter.com/milkyflwr/status/1466463141341052934
452,'É hoje! A primeira live gamer da BlackFriday do Brasil! 13 dos maiores gamers BR, livestream em 6 dos maiores canais do Twitch, shows do LOUD_Guxta e do Jottapê. De gamers para gamers! Bora @Submarino! Nível Hard! Produção dos brabos da SANDBOX. As 21h hoje. Liga no @TwitchBR https://t.co/mniwL9dOX0',339,42,5,True,https://twitter.com/Peeuzin7/status/1466462950366064650
453,'🚨SORTEIO #BlackFridayValendo R$60 em livros ou PIX 📚Regras:- Seguir @MlnhasHistorias e @promosdelivro- Dar RT neste tweet - Dar RT no tweet fixado - Comente qual prêmio você prefere usando #livrosgratis Resultado: 02/12🍀 https://t.co/gZK3hhRSW0',682,231,1047,True,https://twitter.com/yibowanz/status/1466462328979873798
454,'Vem ai o unboxing dos livros que comprei na #BlackFriday porém, vale dedicar um carinho especial a #SubFriday ❤ comprei na @americanas + @amazonBR + @submarino , ganhei mimo do @Alisson_FM1415 EEE aproveitei o prêmio que ganhei do @SpaceBooksBr para completar a festa 😍 https://t.co/jguRMAyWg3',502,734,21,True,https://twitter.com/yasminsantx_/status/1466461765663821828
455,'🚨SORTEIO #BlackFridayValendo R$60 em livros ou PIX 📚Regras:- Seguir @MlnhasHistorias e @promosdelivro- Dar RT neste tweet - Dar RT no tweet fixado - Comente qual prêmio você prefere usando #livrosgratis Resultado: 02/12🍀 https://t.co/gZK3hhRSW0',1284,231,1047,True,https://twitter.com/Gabi85583256/status/1466461587938717700
456,'meu celular nessa blackfriday baixei uns 20 apps de loja 🧏🏻‍♀️',871,950,0,False,https://twitter.com/barcodefogo/status/1466461252381777922
457,'@lidimesquitaa Pode deixar KKKKK. A blackfriday que me sabotou. Tá atrasada a reposição 🥺',152,126,1,False,https://twitter.com/natccho/status/1466461084387319812
458,'🚨SORTEIO #BlackFridayValendo R$60 em livros ou PIX 📚Regras:- Seguir @MlnhasHistorias e @promosdelivro- Dar RT neste tweet - Dar RT no tweet fixado - Comente qual prêmio você prefere usando #livrosgratis Resultado: 02/12🍀 https://t.co/gZK3hhRSW0',1379,290,1047,True,https://twitter.com/_OfMoon_/status/1466458592442261512
459,'#promoção #oferta  [APP] Ganhe R$200 de Desconto em Compras Acima de - com cupom  #BlackFriday #BlackFriday2021 https://t.co/vvN98ufrGn',37,24503,0,False,https://twitter.com/PromobitOficial/status/1466457145684205569
460,'#promoção #oferta  [Internacional] Pedaleira Multiefeitos para - R$ 574,22  #brinquedo #BlackFriday #BlackFriday2021 https://t.co/cb5f6YkGik',37,24503,0,False,https://twitter.com/PromobitOficial/status/1466456886581022724
461,'#promoção #oferta  Placa de Vídeo Pcyes NVIDIA GeForce GTX - R$ 1.499,90  #informatica #BlackFriday #BlackFriday2021 https://t.co/l2ee5rPpr3',37,24503,0,False,https://twitter.com/PromobitOficial/status/1466456635400933377
462,'#promoção #oferta  Placa de Vídeo PCYes NVIDIA GeForce GT 730 - R$ 759,90  #informatica #BlackFriday #BlackFriday2021 https://t.co/2P9PpYBtwH',37,24503,0,False,https://twitter.com/PromobitOficial/status/1466455379244683272
463,'#promoção #oferta  [Selecionados] Cupom Submarino com 10% de - com cupom  #informatica #BlackFriday #BlackFriday2021 https://t.co/PVFJ0yic0b',37,24503,0,False,https://twitter.com/PromobitOficial/status/1466455126365904900
464,'A Suno research está com uma promoção muito bacana em seus combos de assinaturas. Mas é só até amanhã!!Confira: https://t.co/7GuTrJqIYQ#investimento #investimentos #suno #blackfriday https://t.co/srBECWBdGq',260,438,1,True,https://twitter.com/silasiub/status/1466454504912662531
465,'A Suno research está com uma promoção muito bacana em seus combos de assinaturas. Mas é só até amanhã!!Confira: https://t.co/7GuTrJqIYQ#investimento #investimentos #suno #blackfriday https://t.co/srBECWBdGq',53,23,1,False,https://twitter.com/poupadeiro/status/1466454478270443524
466,'🚨SORTEIO #BlackFridayValendo R$60 em livros ou PIX 📚Regras:- Seguir @MlnhasHistorias e @promosdelivro- Dar RT neste tweet - Dar RT no tweet fixado - Comente qual prêmio você prefere usando #livrosgratis Resultado: 02/12🍀 https://t.co/gZK3hhRSW0',30,2,1047,True,https://twitter.com/fon_sad/status/1466454474164158466
467,'Procurando um barzinho que tbm esteja no #BlackFriday',157,145,0,False,https://twitter.com/NinfuA/status/1466454189505196037
468,'#promoção #oferta  [Marketplace] Chuveiro Elétrico Bello Banho Ultra  5500w - R$ 49,41  #BlackFriday #BlackFriday2021 https://t.co/VloJM1uwsQ',37,24503,0,False,https://twitter.com/PromobitOficial/status/1466454118629875713
469,'Quando descubro que posso dar uma escapada da burocracia de comprar meu primeiro Apto #BlackFriday #Dezembro https://t.co/Rfavic5qGZ',6,0,0,False,https://twitter.com/Drew_KV/status/1466454066100322305
470,'🔴Ao vivo! 🔴Conheça os bastidores de uma BlackFridayComo grandes empresas lidam com a grande demanda da Black Friday para que seus consumidores saiam satisfeitos? https://t.co/qO26zLxxRT',587,136,0,False,https://twitter.com/readprensa/status/1466454054113095687
